Local Image Filename,Product Handle,Product Title,Current Image Src,Shopify CDN URL,Status,Notes
01-zarishk.jpg,zarishk-imported; zarishk-pakistani,Zarishk Imported; Zarishk Pakistani,https://morganics.store/assets/products/01-zarishk.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/01-zarishk.jpg. Used by 2 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
02-kajo-roasted.jpg,kajo-roasted,Kajo Roasted,https://morganics.store/assets/products/02-kajo-roasted.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/02-kajo-roasted.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
03-hareer-sabaz.jpg,hareer-sabaz,Hareer Sabaz,https://morganics.store/assets/products/03-hareer-sabaz.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/03-hareer-sabaz.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
04-kajo-fry.jpg,kajo-fry,Kajo Fry,https://morganics.store/assets/products/04-kajo-fry.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/04-kajo-fry.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
05-chasko-herb.jpg,chasko-herb,Chasko Herb,https://morganics.store/assets/products/05-chasko-herb.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/05-chasko-herb.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
06-ginseng-white.jpg,ginseng-white,Ginseng White,https://morganics.store/assets/products/06-ginseng-white.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/06-ginseng-white.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
07-ashwagandha.jpg,ashwagandha,Ashwagandha,https://morganics.store/assets/products/07-ashwagandha.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/07-ashwagandha.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
08-gur.jpg,gur,Gur,https://morganics.store/assets/products/08-gur.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/08-gur.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
09-konch.jpg,konch,Konch,https://morganics.store/assets/products/09-konch.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/09-konch.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
10-sarson-black.jpg,sarson-black,Sarson Black,https://morganics.store/assets/products/10-sarson-black.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/10-sarson-black.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
11-luban.jpg,luban,Luban,https://morganics.store/assets/products/11-luban.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/11-luban.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
12-musabbar.jpg,musabbar,Musabbar,https://morganics.store/assets/products/12-musabbar.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/12-musabbar.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
13-munakka-black.jpg,munaqqa,Munaqqa,https://morganics.store/assets/products/13-munakka-black.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/13-munakka-black.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
14-almond-with-shell.jpg,badam-abdul-wahidi; maghaz-badam-abdul-wahidi,Badam Abdul Wahidi; Maghaz Badam Abdul Wahidi,https://morganics.store/assets/products/14-almond-with-shell.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/14-almond-with-shell.jpg. Used by 2 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
15-sogi-big-mewa.jpg,sogi-big-kishmish-mewa,Sogi Big Kishmish Mewa,https://morganics.store/assets/products/15-sogi-big-mewa.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/15-sogi-big-mewa.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
16-pista-maghaz.jpg,pista-maghaz,Pista Maghaz,https://morganics.store/assets/products/16-pista-maghaz.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/16-pista-maghaz.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
17-kajo-sada.jpg,kajo-sada,Kajo Sada,https://morganics.store/assets/products/17-kajo-sada.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/17-kajo-sada.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
18-sikakai.jpg,sikakai,Sikakai,https://morganics.store/assets/products/18-sikakai.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/18-sikakai.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
19-harmal.jpg,harmal,Harmal,https://morganics.store/assets/products/19-harmal.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/19-harmal.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
20-amla.jpg,amla,Amla,https://morganics.store/assets/products/20-amla.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/20-amla.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
21-moringa.jpg,moringa,Moringa,https://morganics.store/assets/products/21-moringa.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/21-moringa.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
22-satawar.jpg,satawar,Satawar,https://morganics.store/assets/products/22-satawar.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/22-satawar.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
23-fruit-salt.jpg,fruit-salt,Fruit Salt,https://morganics.store/assets/products/23-fruit-salt.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/23-fruit-salt.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
24-til-black.jpg,til-black,Til Black,https://morganics.store/assets/products/24-til-black.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/24-til-black.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
25-chilka-ispaghol.jpg,chilka-ispaghol,Chilka Ispaghol,https://morganics.store/assets/products/25-chilka-ispaghol.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/25-chilka-ispaghol.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
26-elaichi-sabz.jpg,sabz-elaichi,Sabz Elaichi,https://morganics.store/assets/products/26-elaichi-sabz.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/26-elaichi-sabz.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
27-pista-namkeen.jpg,pista-namkeen-roasted,Pista Namkeen Roasted,https://morganics.store/assets/products/27-pista-namkeen.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/27-pista-namkeen.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
28-char-maghaz.jpg,four-seeds,Four Seeds,https://morganics.store/assets/products/28-char-maghaz.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/28-char-maghaz.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
29-sogi-small-mewa.jpg,sogi-small-kishmish-mewa,Sogi Small Kishmish Mewa,https://morganics.store/assets/products/29-sogi-small-mewa.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/29-sogi-small-mewa.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
30-moosli-white.jpg,moosli-white,Moosli White,https://morganics.store/assets/products/30-moosli-white.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/30-moosli-white.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
31-tukhm-methi.jpg,tukhm-methi,Tukhm Methi,https://morganics.store/assets/products/31-tukhm-methi.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/31-tukhm-methi.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
32-mustard-seeds.jpg,sarson-yellow,Sarson Yellow,https://morganics.store/assets/products/32-mustard-seeds.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/32-mustard-seeds.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
33-multani-mitti.jpg,multani-mitti,Multani Mitti,https://morganics.store/assets/products/33-multani-mitti.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/33-multani-mitti.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
34-badam-giri-gurbandi.jpg,maghaz-badam-desi-gurbandi,Maghaz Badam Desi Gurbandi,https://morganics.store/assets/products/34-badam-giri-gurbandi.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/34-badam-giri-gurbandi.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
35-guggul.jpg,guggul,Guggul,https://morganics.store/assets/products/35-guggul.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/35-guggul.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
36-rosemary-leaves.jpg,rosemary-leaves,Rosemary Leaves,https://morganics.store/assets/products/36-rosemary-leaves.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/36-rosemary-leaves.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
37-bheray.jpg,bheray,Bheray,https://morganics.store/assets/products/37-bheray.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/37-bheray.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
38-salab-punja.jpg,salab-punja,Salab Punja,https://morganics.store/assets/products/38-salab-punja.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/38-salab-punja.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
39-quinoa.jpg,quinoa,Quinoa,https://morganics.store/assets/products/39-quinoa.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/39-quinoa.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
40-kalonji.jpg,kalonji,Kalonji,https://morganics.store/assets/products/40-kalonji.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/40-kalonji.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
41-alsi.jpg,alsi; chia-seeds,Alsi; Chia Seeds,https://morganics.store/assets/products/41-alsi.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/41-alsi.jpg. Used by 2 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
42-ajwain.jpg,ajwain,Ajwain,https://morganics.store/assets/products/42-ajwain.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/42-ajwain.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
43-american-almonds.jpg,california-almonds-maghaz-badam,California Almonds Maghaz Badam,https://morganics.store/assets/products/43-american-almonds.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/43-american-almonds.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
44-ginseng-root-red.jpg,ginseng-root-red,Ginseng Root Red,https://morganics.store/assets/products/44-ginseng-root-red.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/44-ginseng-root-red.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
45-salab-misri.jpg,salab-misri,Salab Misri,https://morganics.store/assets/products/45-salab-misri.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/45-salab-misri.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
46-dar-chini-gil-gol.jpg,dar-chini-cigar-gol,Dar Chini Cigar Gol,https://morganics.store/assets/products/46-dar-chini-gil-gol.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/46-dar-chini-gil-gol.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
47-saffron.jpg,saffron,Saffron,https://morganics.store/assets/products/47-saffron.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/47-saffron.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
48-phool-makhana.jpg,phool-makhana,Phool Makhana,https://morganics.store/assets/products/48-phool-makhana.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/48-phool-makhana.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
49-goond-katira.jpg,goond-katira,Goond Katira,https://morganics.store/assets/products/49-goond-katira.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/49-goond-katira.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
50-anjeer-fig.jpg,anjeer,Anjeer,https://morganics.store/assets/products/50-anjeer-fig.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/50-anjeer-fig.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
51-maghaz-chilgoza.jpg,maghaz-chilgoza-full-roast; maghaz-chilgoza-half-roast,Maghaz Chilgoza Half Roast; Maghaz Chilgoza Full Roast,https://morganics.store/assets/products/51-maghaz-chilgoza.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/51-maghaz-chilgoza.jpg. Used by 2 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
52-maghaz-akhrot-walnut.jpg,maghaz-akhrot,Maghaz Akhrot,https://morganics.store/assets/products/52-maghaz-akhrot-walnut.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/52-maghaz-akhrot-walnut.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
53-pecan-nut.jpg,pecan-nuts,Pecan Nuts,https://morganics.store/assets/products/53-pecan-nut.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/53-pecan-nut.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
54-brazil-nuts.jpg,brazil-nuts,Brazil Nuts,https://morganics.store/assets/products/54-brazil-nuts.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/54-brazil-nuts.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
55-banana-dried.jpg,dried-banana,Dried Banana,https://morganics.store/assets/products/55-banana-dried.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/55-banana-dried.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
56-mixed-dried-fruits.jpg,dried-kiwi; dried-mango; dried-pineapple; dried-strawberry; mixed-dried-fruits,Mixed Dried Fruits; Dried Strawberry; Dried Kiwi; Dried Pineapple; Dried Mango,https://morganics.store/assets/products/56-mixed-dried-fruits.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/56-mixed-dried-fruits.jpg. Used by 5 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
57-mabroom-dates.jpg,mabroom-khajoor,Mabroom Khajoor,https://morganics.store/assets/products/57-mabroom-dates.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/57-mabroom-dates.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
58-khajoor-ajwa.jpg,ajwa-dates,Ajwa Dates,https://morganics.store/assets/products/58-khajoor-ajwa.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/58-khajoor-ajwa.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
59-sunflower-seeds.jpg,pumpkin-seeds; sunflower-seeds,Sunflower Seeds; Pumpkin Seeds,https://morganics.store/assets/products/59-sunflower-seeds.jpg,,Duplicate filename - review shared image / Paste Shopify CDN URL,Found in assets/morganics/products/59-sunflower-seeds.jpg. Used by 2 product image rows. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
60-daliya-oats.jpg,daliya-oats,Daliya Oats,https://morganics.store/assets/products/60-daliya-oats.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/60-daliya-oats.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
61-hibiscus-herb.jpg,hibiscus-herb,Hibiscus Herb,https://morganics.store/assets/products/61-hibiscus-herb.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/61-hibiscus-herb.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
62-ginkgo-biloba.jpg,ginkgo-biloba,Ginkgo Biloba,https://morganics.store/assets/products/62-ginkgo-biloba.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/62-ginkgo-biloba.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
63-aqarqara.jpg,aqarqara,Aqarqara,https://morganics.store/assets/products/63-aqarqara.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/63-aqarqara.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
64-triphala-blend.jpg,triphala-blend,Triphala Blend,https://morganics.store/assets/products/64-triphala-blend.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/64-triphala-blend.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
65-maca-root-whole.jpg,maca-root-whole,Maca Root Whole,https://morganics.store/assets/products/65-maca-root-whole.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/65-maca-root-whole.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
66-maca-root-powder.jpg,maca-root-powder,Maca Root Powder,https://morganics.store/assets/products/66-maca-root-powder.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/66-maca-root-powder.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
67-salajeet.jpg,salajeet,Salajeet,https://morganics.store/assets/products/67-salajeet.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/67-salajeet.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
68-goji-berry.jpg,goji-berry,Goji Berry,https://morganics.store/assets/products/68-goji-berry.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/68-goji-berry.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
69-mixed-berries.jpg,mixed-berries,Mixed Berries,https://morganics.store/assets/products/69-mixed-berries.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/69-mixed-berries.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
70-cranberry.jpg,cranberry,Cranberry,https://morganics.store/assets/products/70-cranberry.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/70-cranberry.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
71-shakar.jpg,shakar,Shakar,https://morganics.store/assets/products/71-shakar.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/71-shakar.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
72-honey.jpg,honey,Honey,https://morganics.store/assets/products/72-honey.jpg,,Paste Shopify CDN URL,Found in assets/morganics/products/72-honey.jpg. Copy the URL from Shopify Admin > Content > Files and paste it into Shopify CDN URL.
